margin,auc
0.1,0.8449358042979507
0.2,0.8449358042979507
0.3,0.8449358042979507
0.4,0.8449358042979507
0.5,0.8449358042979507
0.6,0.8449358042979507
0.7,0.8449358042979507
0.8,0.8449358042979507
1.0,0.8449358042979507
1.2,0.8449358042979507
1.5,0.8449358042979507
